"hour","count","request_type","division","section"
13,2,"Litter / Bin / Litter Bin Installation","Solid Waste Management Services","Collections"
13,4,"Litter / Bin / Overflow or Missed","Solid Waste Management Services","Collections"
13,4,"Litter / Bin / Relocate","Solid Waste Management Services","Collections"
13,12,"Litter / Laneway / Clean Up","Solid Waste Management Services","Collections"
13,18,"Litter / Sidewalk & Blvd / Pick Up Request","Solid Waste Management Services","Collections"
13,6,"Litter / Street Furniture& Poster / Removal","Solid Waste Management Services","Collections"
13,2,"Locate-Non Scheduled (Mark and Fax)","Toronto Water","District Ops - Central Services"
13,20,"Long Grass and Weeds","Municipal Licensing & Standards","District Enforcement"
13,6,"Maintenance Holes -Damage / Repair","Transportation Services","Road Operations "
13,8,"Maintenance Holes Lid Loose/Missing","Transportation Services","Road Operations "
13,56,"Missing/Damaged Signs","Transportation Services","TMC - Signs & Markings"
13,2,"Missing/Faded Pavement Markings","Transportation Services","TMC - Signs & Markings"
13,2,"Mode of Control of TCS","Transportation Services","Traffic Ops - Traffic Engineering"
13,6,"Multi-Res / Furniture Pile / Missed","Solid Waste Management Services","Collections"
13,2,"Multi-Res / Garbage Cart / Missed","Solid Waste Management Services","Collections"
13,2,"Multi-Res / Garbage Front-End / Missed","Solid Waste Management Services","Collections"
13,2,"Multi-Res / Nite Furniture Pile / Missed","Solid Waste Management Services","Collections"
13,2,"Multi-Res / Nite Recycle Cart / Missed","Solid Waste Management Services","Collections"
13,14,"Multi-Res / Recycle Cart / Missed","Solid Waste Management Services","Collections"
13,8,"Multi-Res / Recycle Front-End / Missed","Solid Waste Management Services","Collections"
13,2,"Multi-Res / Recycle Rear-Bin / Missed","Solid Waste Management Services","Collections"
13,2,"Multi-Res / Yard Waste / Missed","Solid Waste Management Services","Collections"
13,6,"New Traffic Control Signal Request","Transportation Services","Traffic Ops - Traffic Engineering"
13,26,"Noise","Municipal Licensing & Standards","District Enforcement"
13,2,"One-way Streets","Transportation Services","Traffic Ops - Traffic Engineering"
13,18,"Operational Comment or Complaint","Transportation Services","Road Operations "
13,88,"Operator / Operations Complaint","Solid Waste Management Services","Collections"
13,10,"Operator / Operations Compliment","Solid Waste Management Services","Collections"
13,2,"Pedestrian Crossover Operation","Transportation Services","Traffic Ops - Traffic Engineering"
13,6,"Permit Inspection","Urban Forestry","Tree Protection and Plan Review"
13,6,"Pit Cover/Paver Maintenance","Urban Forestry","Forestry Operations"
13,6,"Pollution Spill Response","Toronto Water","District Ops - Operations & Maintenance"
13,6,"Private Tree Inspection","Urban Forestry","Tree Protection and Plan Review"
13,224,"Property Standards","Municipal Licensing & Standards","District Enforcement"
13,10,"PXO Maintenance","Transportation Services","TMC - TPIM"
13,170,"Res / Garbage / Missed","Solid Waste Management Services","Collections"
13,12,"Res / Garbage / Whole Street Missed","Solid Waste Management Services","Collections"
13,8,"Res / Garbage Front&Side / Missed","Solid Waste Management Services","Collections"
13,2,"Res / Nite Garbage / Missed","Solid Waste Management Services","Collections"
13,2,"Res / Nite Recycle / Missed","Solid Waste Management Services","Collections"
13,6,"Res / Org&Garbage Front&Side / Missed","Solid Waste Management Services","Collections"
13,10,"Res / Org&Garbage Whole Street / Missed","Solid Waste Management Services","Collections"
13,6,"Res / Org&Recycle Front&Side / Missed","Solid Waste Management Services","Collections"
13,6,"Res / Org&Recycle Whole Street / Missed","Solid Waste Management Services","Collections"
13,8,"Res / Organic Container / Missing Damaged","Solid Waste Management Services","Collections"
13,8,"Res / Organic Front&Side / Missed","Solid Waste Management Services","Collections"
13,120,"Res / Organic Green Bin / Missed","Solid Waste Management Services","Collections"
13,16,"Res / Organic Green Bin / Whole Street / Missed","Solid Waste Management Services","Collections"
13,20,"Res / Organic&Garbage / Missed","Solid Waste Management Services","Collections"
13,22,"Res / Organic&Recycle / Missed","Solid Waste Management Services","Collections"
13,126,"Res / Recycle / Missed","Solid Waste Management Services","Collections"
13,16,"Res / Recycle / Whole Street / Missed","Solid Waste Management Services","Collections"
13,4,"Res / Recycle Front&Side / Missed","Solid Waste Management Services","Collections"
13,14,"Res / Yard Waste Whole Street / Missed","Solid Waste Management Services","Collections"
13,4,"Res Above Comm / Nite Garbage / Missed","Solid Waste Management Services","Collections"
13,2,"Res Above Comm / Nite Recycle / Missed","Solid Waste Management Services","Collections"
13,4,"Res Above Comm / Nite Yard Waste / Missed","Solid Waste Management Services","Collections"
13,2,"Residential / Nite Furniture / Missed","Solid Waste Management Services","Collections"
13,82,"Residential / Yard Waste / Missed","Solid Waste Management Services","Collections"
13,186,"Residential Furniture / Missed","Solid Waste Management Services","Collections"
13,104,"Residential: Bin: Missing","Solid Waste Management Services","Collections"
13,38,"Residential: Bin: Repair or Replace Body/Handle","Solid Waste Management Services","Collections"
13,12,"Residential: Bin: Repair or Replace Lid","Solid Waste Management Services","Collections"
13,8,"Residential: Bin: Repair or Replace Metal Bar","Solid Waste Management Services","Collections"
13,8,"Residential: Bin: Repair or Replace Wheel","Solid Waste Management Services","Collections"
13,16,"Residential: Bin: Wrong Delivery","Solid Waste Management Services","Collections"
13,10,"Residential: Garbage Bin: Additional Extra Large","Solid Waste Management Services","Collections"
13,2,"Residential: Garbage Bin: Additional Large","Solid Waste Management Services","Collections"
13,2,"Residential: Garbage Bin: Additional Medium","Solid Waste Management Services","Collections"
13,2,"Residential: Garbage Bin: Additional Small","Solid Waste Management Services","Collections"
13,26,"Residential: Garbage Bin: Exchange to Extra Large","Solid Waste Management Services","Collections"
13,48,"Residential: Garbage Bin: Exchange to Large","Solid Waste Management Services","Collections"
13,82,"Residential: Garbage Bin: Exchange to Medium","Solid Waste Management Services","Collections"
13,72,"Residential: Garbage Bin: Exchange to Small","Solid Waste Management Services","Collections"
13,8,"Residential: Garbage Bin: New Account Extra Large","Solid Waste Management Services","Collections"
13,12,"Residential: Garbage Bin: New Account Large","Solid Waste Management Services","Collections"
13,14,"Residential: Garbage Bin: New Account Medium","Solid Waste Management Services","Collections"
13,8,"Residential: Garbage Bin: New Account Small","Solid Waste Management Services","Collections"
13,24,"Residential: Recycle Bin: Additional Extra Large","Solid Waste Management Services","Collections"
13,10,"Residential: Recycle Bin: Additional Large","Solid Waste Management Services","Collections"
13,2,"Residential: Recycle Bin: Additional Medium","Solid Waste Management Services","Collections"
13,54,"Residential: Recycle Bin: Exchange to Large","Solid Waste Management Services","Collections"
13,22,"Residential: Recycle Bin: Exchange to Medium","Solid Waste Management Services","Collections"
13,10,"Residential: Recycle Bin: Exchange to Small","Solid Waste Management Services","Collections"
13,28,"Residential: Recycle Bin: New Account Extra Large","Solid Waste Management Services","Collections"
13,4,"Residential: Recycle Bin: New Account Large","Solid Waste Management Services","Collections"
13,12,"Residential: Recycle Bin: New Account Medium","Solid Waste Management Services","Collections"
13,6,"Residential: Recycle Bin: New Account Small","Solid Waste Management Services","Collections"
13,30,"Restoration Related","Toronto Water","District Ops - Operations & Maintenance"
13,42,"Road - Cleaning/Debris","Transportation Services","Road Operations "
13,12,"Road - Damaged","Transportation Services","Road Operations "
13,4,"Road - Sinking","Transportation Services","Road Operations "
13,4,"Road Allowance","Municipal Licensing & Standards","District Enforcement"
13,2,"Road Water Ponding","Transportation Services","Road Operations "
13,6,"Roadside Utility Cut - Settlement","Transportation Services","Road Operations "
13,14,"Roadway Utility Cut - Settlement","Transportation Services","Road Operations "
13,2,"Rooming House","Municipal Licensing & Standards","District Enforcement"
13,12,"Sewer main-Backup","Toronto Water","District Ops - Operations & Maintenance"
13,26,"Sewer Odour","Toronto Water","District Ops - Operations & Maintenance"
13,8,"Sewer Service Line-Cleanout Repair","Toronto Water","District Ops - Operations & Maintenance"
13,46,"Sidewalk - Damaged / Concrete","Transportation Services","Road Operations "
13,2,"Sidewalk - Graffiti Complaint","Transportation Services","Road Operations "
13,8,"Sidewalk-Water Ponding","Transportation Services","Road Operations "
13,4,"Sidewalks","Transportation Services","Traffic Ops - Traffic Engineering"
13,2,"Sign Maintenance","Transportation Services","TMC - TPIM"
13,8,"Signal Timing Review/Vehicle Delays","Transportation Services","Traffic Ops - Traffic Engineering"
13,22,"Signs","Municipal Licensing & Standards","District Enforcement"
13,42,"Stemming","Urban Forestry","Forestry Operations"
13,56,"Storm Clean Up","Urban Forestry","Forestry Operations"
13,4,"Temporary Signal Timings","Transportation Services","Traffic Ops - Traffic Engineering"
13,10,"Traffic Island - Damaged","Transportation Services","Road Operations "
13,18,"Traffic Signal Maintenance","Transportation Services","TMC - TPIM"
13,16,"Tree Planting","Urban Forestry","Forestry Operations"
13,6,"Walkway - damaged","Transportation Services","Road Operations "
13,4,"Water Meter-Leaking","Toronto Water","District Ops - Central Services"
13,2,"Water Quality-Discoloured (Rusty or Dirty) Water","Toronto Water","District Ops - Operations & Maintenance"
13,2,"Water Service Line-Check Water Service Box","Toronto Water","District Ops - Operations & Maintenance"
13,32,"Water Service Line-Damaged Water Service Box","Toronto Water","District Ops - Operations & Maintenance"
13,20,"Water Service Line-Leaking","Toronto Water","District Ops - Operations & Maintenance"
13,26,"Water Service Line-Locate / Adjust service box","Toronto Water","District Ops - Operations & Maintenance"
13,26,"Water Service Line-No Water","Toronto Water","District Ops - Operations & Maintenance"
13,72,"Water Service Line-Turn Off","Toronto Water","District Ops - Operations & Maintenance"
13,10,"Water Service Line-Turn Off/Burst","Toronto Water","District Ops - Operations & Maintenance"
13,72,"Water Service Line-Turn On","Toronto Water","District Ops - Operations & Maintenance"
13,4,"Water Valve-Leaking","Toronto Water","District Ops - Operations & Maintenance"
13,18,"Watermain-Possible Break","Toronto Water","District Ops - Operations & Maintenance"
13,46,"Zoning","Municipal Licensing & Standards","District Enforcement"
14,8,"ABCD's / Garbage Pile / Missed","Solid Waste Management Services","Collections"
14,2,"ABCD's / Nite Garbage Rear-Bin / Missed","Solid Waste Management Services","Collections"
14,4,"ABCD's / Recycle Blue Box / Missed","Solid Waste Management Services","Collections"
14,8,"ABCD's / Recycle Cart / Missed","Solid Waste Management Services","Collections"
14,2,"ABCD's / Recycle Container / Missing Damaged","Solid Waste Management Services","Collections"
14,2,"ABCD's / Recycle Rear-Bin / Missed","Solid Waste Management Services","Collections"
14,44,"Adequate Heat","Municipal Licensing & Standards","District Enforcement"
14,38,"All / Hazardous Waste / Pick Up Request","Solid Waste Management Services","Collections"
14,2,"Appliance (Emergency)","Municipal Licensing & Standards","District Enforcement"
14,56,"Bin Investigation Request","Solid Waste Management Services","Collections"
14,4,"Block Pruning","Urban Forestry","Forestry Operations"
14,2,"Bollard - Damaged","Transportation Services","Road Operations"
14,12,"Boulevard - Leaf Pick-up Mechanical","Transportation Services","Road Operations "
14,2,"Boulevard - Pick-Up Shopping Carts","Transportation Services","Road Operations "
14,28,"Boulevards - Damaged Asphalt","Transportation Services","Road Operations "
14,4,"Bridge - Graffiti Complaint","Transportation Services","Road Operations "
14,4,"Catch basin (Storm) - Damage","Toronto Water","District Ops - Operations & Maintenance"
14,12,"Catch basin (Storm) - Overflowing","Toronto Water","District Ops - Operations & Maintenance"
14,8,"Catch Basin - Blocked / Flooding","Transportation Services","Road Operations "
14,2,"Catch Basin - Damaged Maintenance Requested","Transportation Services","Road Operations "
14,4,"Catch Basin - Debris / Litter","Transportation Services","Road Operations "
14,6,"Comm / Nite Organic Cart / Missed","Solid Waste Management Services","Collections"
14,4,"Comm / Nite Recycle Blue Box / Missed","Solid Waste Management Services","Collections"
14,6,"Comm / Nite Recycle Cardboard Missed","Solid Waste Management Services","Collections"
14,4,"Commercial / Nite Recycle Cart / Missed","Solid Waste Management Services","Collections"
14,2,"Commercial / Organic Cart / Missed","Solid Waste Management Services","Collections"
14,6,"Complaint / Property Damaged","Solid Waste Management Services","Collections"
14,12,"Complaint regarding Contractor","Transportation Services","Road Operations "
14,2,"Construction-Unsafe/Untidy Condition","Toronto Water","District Ops - Operations & Maintenance"
14,2,"Culverts - Blocked","Transportation Services","Road Operations "
14,2,"Disabled Persons' Parking Space","Transportation Services","Traffic Ops - Traffic Engineering"
14,4,"Ditch Maintenance Requested","Transportation Services","Road Operations "
14,106,"Election Signs","Municipal Licensing & Standards","District Enforcement"
14,10,"Fence","Municipal Licensing & Standards","District Enforcement"
14,170,"General Pruning","Urban Forestry","Forestry Operations"
14,8,"General Tree Maintenance","Urban Forestry","Forestry Operations"
14,24,"Graffiti","Municipal Licensing & Standards","District Enforcement"
14,4,"Hydrant-Damage","Toronto Water","District Ops - Operations & Maintenance"
14,8,"Hydrant-Leaking","Toronto Water","District Ops - Operations & Maintenance"
14,2,"Illegal Dumping / Discharge","Toronto Water","District Ops - Operations & Maintenance"
14,10,"Investigate Pavement Markings","Transportation Services","Traffic Ops - Traffic Engineering"
14,10,"Investigate Regulatory Signs","Transportation Services","Traffic Ops - Traffic Engineering"
14,8,"Investigate Warning Signs","Transportation Services","Traffic Ops - Traffic Engineering"
14,2,"IPM Inspection","Urban Forestry","Forestry and Natural Environment Management"
14,8,"Laneway - Surface Damage","Transportation Services","Road Operations "
14,2,"Left/Right Turn Signal Priority Features","Transportation Services","Traffic Ops - Traffic Engineering"
14,4,"Litter / Bin / Litter Bin Installation","Solid Waste Management Services","Collections"
14,6,"Litter / Bin / Overflow or Missed","Solid Waste Management Services","Collections"
14,4,"Litter / Bin / Reinstall, Replace Missing","Solid Waste Management Services","Collections"
14,8,"Litter / Laneway / Clean Up","Solid Waste Management Services","Collections"
14,16,"Litter / Sidewalk & Blvd / Pick Up Request","Solid Waste Management Services","Collections"
14,14,"Litter / Street Furniture& Poster / Removal","Solid Waste Management Services","Collections"
14,6,"Locate-Emergency","Toronto Water","District Ops - Central Services"
14,26,"Long Grass and Weeds","Municipal Licensing & Standards","District Enforcement"
14,4,"Maintenance Hole - Overflowing","Toronto Water","District Ops - Operations & Maintenance"
14,2,"Maintenance Hole-Missing Cover","Toronto Water","District Ops - Operations & Maintenance"
14,4,"Maintenance Holes -Damage / Repair","Transportation Services","Road Operations "
14,4,"Maintenance Holes Lid Loose/Missing","Transportation Services","Road Operations "
14,34,"Missing/Damaged Signs","Transportation Services","TMC - Signs & Markings"
14,2,"Missing/Faded Pavement Markings","Transportation Services","TMC - Signs & Markings"
14,2,"Multi-Res / Furniture Pile / Missed","Solid Waste Management Services","Collections"
14,14,"Multi-Res / Garbage Cart / Missed","Solid Waste Management Services","Collections"
14,6,"Multi-Res / Garbage Front-End / Missed","Solid Waste Management Services","Collections"
14,2,"Multi-Res / Garbage Rear-Bin / Missed","Solid Waste Management Services","Collections"
14,4,"Multi-Res / Nite Recycle Cart / Missed","Solid Waste Management Services","Collections"
14,4,"Multi-Res / Organic Front-End / Missed","Solid Waste Management Services","Collections"
14,6,"Multi-Res / Recycle Cart / Missed","Solid Waste Management Services","Collections"
14,8,"Multi-Res / Recycle Front-End / Missed","Solid Waste Management Services","Collections"
14,2,"Multi-Res / Recycle Rear-Bin / Missed","Solid Waste Management Services","Collections"
14,2,"Multi-Res / Yard Waste / Missed","Solid Waste Management Services","Collections"
14,2,"New Pedestrian Crossover","Transportation Services","Traffic Ops - Traffic Engineering"
14,2,"New Traffic Control Signal Request","Transportation Services","Traffic Ops - Traffic Engineering"
14,26,"Noise","Municipal Licensing & Standards","District Enforcement"
14,12,"Operational Comment or Complaint","Transportation Services","Road Operations "
14,56,"Operator / Operations Complaint","Solid Waste Management Services","Collections"
14,2,"Parks Ravine Safety Mtc FNEM","Urban Forestry","Forestry and Natural Environment Management"
14,8,"Permit Inspection","Urban Forestry","Tree Protection and Plan Review"
14,10,"Pollution Spill Response","Toronto Water","District Ops - Operations & Maintenance"
14,8,"Private Tree Inspection","Urban Forestry","Tree Protection and Plan Review"
14,260,"Property Standards","Municipal Licensing & Standards","District Enforcement"
14,6,"PXO Maintenance","Transportation Services","TMC - TPIM"
14,6,"Res / Above Comm / Organic Green Bin / Missed","Solid Waste Management Services","Collections"
14,122,"Res / Garbage / Missed","Solid Waste Management Services","Collections"
14,16,"Res / Garbage / Whole Street Missed","Solid Waste Management Services","Collections"
14,6,"Res / Garbage Front&Side / Missed","Solid Waste Management Services","Collections"
14,10,"Res / Nite Garbage / Missed","Solid Waste Management Services","Collections"
14,6,"Res / Nite Organic / Missed","Solid Waste Management Services","Collections"
14,4,"Res / Nite Recycle / Missed","Solid Waste Management Services","Collections"
14,4,"Res / Nite Yard Waste Whole Street / Missed","Solid Waste Management Services","Collections"
14,4,"Res / Org&Garbage Front&Side / Missed","Solid Waste Management Services","Collections"
14,4,"Res / Org&Garbage Whole Street / Missed","Solid Waste Management Services","Collections"
14,10,"Res / Org&Recycle Whole Street / Missed","Solid Waste Management Services","Collections"
14,2,"Res / Organic Container / Missing Damaged","Solid Waste Management Services","Collections"
14,10,"Res / Organic Front&Side / Missed","Solid Waste Management Services","Collections"
14,90,"Res / Organic Green Bin / Missed","Solid Waste Management Services","Collections"
14,28,"Res / Organic Green Bin / Whole Street / Missed","Solid Waste Management Services","Collections"
14,10,"Res / Organic&Garbage / Missed","Solid Waste Management Services","Collections"
14,4,"Res / Organic&Recycle / Missed","Solid Waste Management Services","Collections"
14,110,"Res / Recycle / Missed","Solid Waste Management Services","Collections"
14,14,"Res / Recycle / Whole Street / Missed","Solid Waste Management Services","Collections"
14,6,"Res / Recycle Front&Side / Missed","Solid Waste Management Services","Collections"
14,2,"Res / Yard Waste Cont. / Missing Damaged","Solid Waste Management Services","Collections"
14,32,"Res / Yard Waste Whole Street / Missed","Solid Waste Management Services","Collections"
14,4,"Res Above Comm / Nite Garbage / Missed","Solid Waste Management Services","Collections"
14,8,"Res Above Comm / Nite Recycle / Missed","Solid Waste Management Services","Collections"
14,2,"Residential / Nite Yard Waste / Missed","Solid Waste Management Services","Collections"
14,48,"Residential / Yard Waste / Missed","Solid Waste Management Services","Collections"
14,182,"Residential Furniture / Missed","Solid Waste Management Services","Collections"
14,78,"Residential: Bin: Missing","Solid Waste Management Services","Collections"
14,20,"Residential: Bin: Repair or Replace Body/Handle","Solid Waste Management Services","Collections"
14,8,"Residential: Bin: Repair or Replace Lid","Solid Waste Management Services","Collections"
14,2,"Residential: Bin: Repair or Replace Metal Bar","Solid Waste Management Services","Collections"
14,14,"Residential: Bin: Repair or Replace Wheel","Solid Waste Management Services","Collections"
14,12,"Residential: Bin: Wrong Delivery","Solid Waste Management Services","Collections"
14,2,"Residential: Garbage Bin: Additional Extra Large","Solid Waste Management Services","Collections"
14,2,"Residential: Garbage Bin: Additional Medium","Solid Waste Management Services","Collections"
14,4,"Residential: Garbage Bin: Additional Small","Solid Waste Management Services","Collections"
14,12,"Residential: Garbage Bin: Exchange to Extra Large","Solid Waste Management Services","Collections"
14,46,"Residential: Garbage Bin: Exchange to Large","Solid Waste Management Services","Collections"
14,84,"Residential: Garbage Bin: Exchange to Medium","Solid Waste Management Services","Collections"
14,46,"Residential: Garbage Bin: Exchange to Small","Solid Waste Management Services","Collections"
14,18,"Residential: Garbage Bin: New Account Large","Solid Waste Management Services","Collections"
14,12,"Residential: Garbage Bin: New Account Medium","Solid Waste Management Services","Collections"
14,8,"Residential: Garbage Bin: New Account Small","Solid Waste Management Services","Collections"
14,4,"Residential: Recycle Bin: Additional Extra Large","Solid Waste Management Services","Collections"
14,10,"Residential: Recycle Bin: Additional Large","Solid Waste Management Services","Collections"
14,2,"Residential: Recycle Bin: Additional Medium","Solid Waste Management Services","Collections"
14,38,"Residential: Recycle Bin: Exchange to Large","Solid Waste Management Services","Collections"
14,20,"Residential: Recycle Bin: Exchange to Medium","Solid Waste Management Services","Collections"
14,10,"Residential: Recycle Bin: Exchange to Small","Solid Waste Management Services","Collections"
14,4,"Residential: Recycle Bin: New Account Extra Large","Solid Waste Management Services","Collections"
14,24,"Residential: Recycle Bin: New Account Large","Solid Waste Management Services","Collections"
14,8,"Residential: Recycle Bin: New Account Medium","Solid Waste Management Services","Collections"
14,2,"Residential: Recycle Bin: New Account Small","Solid Waste Management Services","Collections"
14,26,"Restoration Related","Toronto Water","District Ops - Operations & Maintenance"
14,34,"Road - Cleaning/Debris","Transportation Services","Road Operations "
14,18,"Road - Damaged","Transportation Services","Road Operations "
14,2,"Road - Gravel Roads/Construction","Transportation Services","Road Operations "
14,10,"Road - Sinking","Transportation Services","Road Operations "
14,2,"Road Allowance","Municipal Licensing & Standards","District Enforcement"
14,10,"Road Water Ponding","Transportation Services","Road Operations "
14,2,"Roadside Utility Cut - Settlement","Transportation Services","Road Operations "
14,2,"Roadway Utility Cut - Settlement","Transportation Services","Road Operations "
14,2,"Rooming House","Municipal Licensing & Standards","District Enforcement"
14,12,"Sewer main-Backup","Toronto Water","District Ops - Operations & Maintenance"
14,18,"Sewer Odour","Toronto Water","District Ops - Operations & Maintenance"
14,10,"Sewer Service Line-Cleanout Repair","Toronto Water","District Ops - Operations & Maintenance"
14,4,"Shoulder - Maintenance","Transportation Services","Road Operations "
14,56,"Sidewalk - Damaged / Concrete","Transportation Services","Road Operations "
14,6,"Sidewalk - Graffiti Complaint","Transportation Services","Road Operations "
14,4,"Sidewalk-Water Ponding","Transportation Services","Road Operations "
14,4,"Signal Timing Review/Vehicle Delays","Transportation Services","Traffic Ops - Traffic Engineering"
14,32,"Signs","Municipal Licensing & Standards","District Enforcement"
14,38,"Stemming","Urban Forestry","Forestry Operations"
14,44,"Storm Clean Up","Urban Forestry","Forestry Operations"
14,2,"Street furniture damaged","Transportation Services","Road Operations "
14,2,"Temporary Signal Timings","Transportation Services","Traffic Ops - Traffic Engineering"
14,6,"Traffic Calming Measures","Transportation Services","Traffic Ops - Traffic Engineering"
14,2,"Traffic Island-Grass Needs Cutting","Transportation Services","Road Operations "
14,24,"Traffic Signal Maintenance","Transportation Services","TMC - TPIM"
14,10,"Tree Planting","Urban Forestry","Forestry Operations"
14,4,"Walkway - damaged","Transportation Services","Road Operations "
14,2,"Water Meter-Leaking","Toronto Water","District Ops - Central Services"
14,4,"Water Quality-Discoloured (Rusty or Dirty) Water","Toronto Water","District Ops - Operations & Maintenance"
14,24,"Water Service Line-Damaged Water Service Box","Toronto Water","District Ops - Operations & Maintenance"
14,22,"Water Service Line-Leaking","Toronto Water","District Ops - Operations & Maintenance"
14,14,"Water Service Line-Locate / Adjust service box","Toronto Water","District Ops - Operations & Maintenance"
14,14,"Water Service Line-No Water","Toronto Water","District Ops - Operations & Maintenance"
14,60,"Water Service Line-Turn Off","Toronto Water","District Ops - Operations & Maintenance"
14,10,"Water Service Line-Turn Off/Burst","Toronto Water","District Ops - Operations & Maintenance"
14,84,"Water Service Line-Turn On","Toronto Water","District Ops - Operations & Maintenance"
14,4,"Water Valve-Leaking","Toronto Water","District Ops - Operations & Maintenance"
14,2,"Watercourses-Blocked/Flooding","Toronto Water","District Ops - Operations & Maintenance"
14,18,"Watermain-Possible Break","Toronto Water","District Ops - Operations & Maintenance"
14,32,"Zoning","Municipal Licensing & Standards","District Enforcement"
15,4,"ABCD's / Garbage Cart / Missed","Solid Waste Management Services","Collections"
15,4,"ABCD's / Garbage Pile / Missed","Solid Waste Management Services","Collections"
15,4,"ABCD's / Recycle Blue Box / Missed","Solid Waste Management Services","Collections"
15,4,"ABCD's / Recycle Cart / Missed","Solid Waste Management Services","Collections"
15,26,"Adequate Heat","Municipal Licensing & Standards","District Enforcement"
15,4,"All / Hazardous Waste / Missed","Solid Waste Management Services","Collections"
15,64,"All / Hazardous Waste / Pick Up Request","Solid Waste Management Services","Collections"
15,2,"Alternate Side Parking","Transportation Services","Traffic Ops - Traffic Engineering"
15,2,"Appliance (Emergency)","Municipal Licensing & Standards","District Enforcement"
15,56,"Bin Investigation Request","Solid Waste Management Services","Collections"
15,6,"Block Pruning","Urban Forestry","Forestry Operations"
15,2,"Bollard - Damaged","Transportation Services","Road Operations"
15,4,"Boulevard - Leaf Pick-up Mechanical","Transportation Services","Road Operations "
15,10,"Boulevard - Pick-Up Shopping Carts","Transportation Services","Road Operations "
15,20,"Boulevards - Damaged Asphalt","Transportation Services","Road Operations "
15,4,"Boulevards - Weed Removal","Transportation Services","Road Operations "
15,4,"Bridge - Graffiti Complaint","Transportation Services","Road Operations "
15,8,"Catch basin (Storm) - Damage","Toronto Water","District Ops - Operations & Maintenance"
15,8,"Catch Basin - Blocked / Flooding","Transportation Services","Road Operations "
15,2,"Catch Basin - Damaged Maintenance Requested","Transportation Services","Road Operations "
15,10,"Catch Basin - Debris / Litter","Transportation Services","Road Operations "
15,2,"Catch Basin Maintenance and Repair","Transportation Services","Road Operations "
15,8,"Comm / Nite Garbage Yellow Bag / Missed","Solid Waste Management Services","Collections"
15,6,"Comm / Nite Organic Cart / Missed","Solid Waste Management Services","Collections"
15,2,"Comm / Nite Recycle Blue Box / Missed","Solid Waste Management Services","Collections"
15,2,"Commercial / Recycle Blue Box / Missed","Solid Waste Management Services","Collections"
15,4,"Complaint / Property Damaged","Solid Waste Management Services","Collections"
15,8,"Complaint regarding Contractor","Transportation Services","Road Operations "
15,4,"Construction-Unsafe/Untidy Condition","Toronto Water","District Ops - Operations & Maintenance"
15,4,"Culverts - Blocked","Transportation Services","Road Operations "
15,2,"Culverts-Damaged / Maintenance Requested","Transportation Services","Road Operations "
15,2,"Disabled Persons' Parking Space","Transportation Services","Traffic Ops - Traffic Engineering"
15,178,"Election Signs","Municipal Licensing & Standards","District Enforcement"
15,10,"Fence","Municipal Licensing & Standards","District Enforcement"
15,98,"General Pruning","Urban Forestry","Forestry Operations"
15,20,"General Tree Maintenance","Urban Forestry","Forestry Operations"
15,26,"Graffiti","Municipal Licensing & Standards","District Enforcement"
15,4,"Hydrant-Leaking","Toronto Water","District Ops - Operations & Maintenance"
15,4,"Illegal Dumping / Discharge","Toronto Water","District Ops - Operations & Maintenance"
15,2,"Intersection Safety Review","Transportation Services","Traffic Ops - Traffic Engineering"
15,4,"Investigate Pavement Markings","Transportation Services","Traffic Ops - Traffic Engineering"
15,4,"Investigate Regulatory Signs","Transportation Services","Traffic Ops - Traffic Engineering"
15,2,"Investigate Warning Signs","Transportation Services","Traffic Ops - Traffic Engineering"
15,2,"IPM Inspection","Urban Forestry","Forestry and Natural Environment Management"
15,2,"Laneway - Surface Damage","Transportation Services","Road Operations "
15,2,"Left/Right Turn Signal Priority Features","Transportation Services","Traffic Ops - Traffic Engineering"
15,10,"Litter / Bin / Litter Bin Installation","Solid Waste Management Services","Collections"
15,14,"Litter / Bin / Overflow or Missed","Solid Waste Management Services","Collections"
15,2,"Litter / Bin / Removal","Solid Waste Management Services","Collections"
15,12,"Litter / Laneway / Clean Up","Solid Waste Management Services","Collections"
15,16,"Litter / Sidewalk & Blvd / Pick Up Request","Solid Waste Management Services","Collections"
15,8,"Litter / Street Furniture& Poster / Removal","Solid Waste Management Services","Collections"
15,6,"Locate-Emergency","Toronto Water","District Ops - Central Services"
15,2,"Locate-Non Scheduled (Mark and Fax)","Toronto Water","District Ops - Central Services"
15,4,"Locate-Re-Mark (Locate expires after 35 days)","Toronto Water","District Ops - Central Services"
15,14,"Long Grass and Weeds","Municipal Licensing & Standards","District Enforcement"
15,2,"Maintenance Hole - Overflowing","Toronto Water","District Ops - Operations & Maintenance"
15,2,"Maintenance Hole-Damage","Toronto Water","District Ops - Operations & Maintenance"
15,10,"Maintenance Holes -Damage / Repair","Transportation Services","Road Operations "
15,4,"Maintenance Holes Lid Loose/Missing","Transportation Services","Road Operations "
15,34,"Missing/Damaged Signs","Transportation Services","TMC - Signs & Markings"
15,4,"Missing/Faded Pavement Markings","Transportation Services","TMC - Signs & Markings"
15,6,"Multi-Res / Furniture Pile / Missed","Solid Waste Management Services","Collections"
15,8,"Multi-Res / Garbage Cart / Missed","Solid Waste Management Services","Collections"
15,2,"Multi-Res / Garbage Front-End / Missed","Solid Waste Management Services","Collections"
15,2,"Multi-Res / Garbage Rear-Bin / Missed","Solid Waste Management Services","Collections"
